OID,ELE_NS,ELE_NAME,LABEL_ZH,LABEL_EN,LABEL_TYPE,ELE_TYPE,ELE_SUBGROUP,ELE_BALANCE,ELE_PERIOD,ELE_ISABSTRACT,ELE_ISNILL
158867,c-ross,EquityPriceRiskUnlistedEquityInvestmentPlansCannotBeLookedThroughAbstract,MR17-权益价格风险，无法穿透的未上市股权投资计划 [abstract],"MR17-Equity price risk, unlisted equity investment plans cannot be looked through [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
158876,c-ross,EquityPriceRiskShortPositionOfStockIndexFuturesOutOfEffectivenessMinimumCapital,权益价格风险，股指期货空头（不符合有效性），最低资本,"Equity price risk, short position of stock index futures (out of effectiveness), minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
158880,c-ross,OverseasAssetPriceRiskOverseasFixedIncomeInvestmentAssetsDevelopedMarketsHeldByLookThroughMethodLineNumberAxis,境外资产价格风险，境外固定收益类资产，穿透法还原后持有的发达市场，行次 [axis],"Overseas asset price risk, overseas fixed-income investment assets, developed markets held by look through method, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
158883,c-ross,CounterpartyDefaultRiskWealthManagementProductsOfCommercialBankAdmittedValue,交易对手违约风险，商业银行理财产品，认可价值,"Counterparty default risk, wealth management products of commercial bank, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
158884,c-ross,CounterpartyDefaultRiskProjectAssetBackedPlansDetailsAbstract,CR13-交易对手违约风险，项目资产支持计划，明细 [abstract],"CR13-Counterparty default risk, project asset-backed plans, details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
158887,c-ross,HeadOfCompliance,合规负责人,Head of compliance,标准标签,xbrli:stringItemType,xbrli:item,,duration,FALSE,TRUE
158895,c-ross,LiquidityRiskAaaFinancialBondsIssuedByCommercialBanks,流动性风险，商业银行发行的AAA级金融债,"Liquidity risk, AAA financial bonds issued by commercial banks",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
158901,c-ross,CounterpartyDefaultRiskPolicyLoansBaseRiskFactor,交易对手违约风险，保单质押贷款，基础因子,"Counterparty default risk, policy loans, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
158902,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessRiskExposureOfPremiumRisk,非寿险业务保险风险，保费风险风险暴露,"Insurance risk of non-life insurance business, risk exposure of premium risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
158903,c-ross,LegalRepresentative,法定代表人,Legal representative,标准标签,xbrli:stringItemType,xbrli:item,,duration,FALSE,TRUE
158906,c-ross,LiquidityRiskLiquidityCoverageRatio,流动性风险，流动性覆盖率,"Liquidity risk, liquidity coverage ratio",标准标签,num:percentItemType,xbrli:item,,instant,FALSE,TRUE
158912,c-ross,InterestRateRiskBondAssetsNoHedgingAndUnqualifiedHedgingRiskExposure,利率风险，债券类资产（未套保及不符合条件的套保），风险暴露,"Interest rate risk, bond assets (no hedging and unqualified hedging), risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
158914,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessRiskExposureOfReserveRisk,非寿险业务保险风险，准备金风险风险暴露,"Insurance risk of non-life insurance business, risk exposure of reserve risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
158915,c-ross,DemandDepositsUnderSolvencyIIMember,偿二代下活期存款 [member],Demand deposits under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
158918,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesHighlyEffectivelyHedgedOtherForeignCurrencyDenominatedAssets,汇率风险，有效套保外汇资产（负债），外币其他资产,"Exchange rate risk, foreign currency-denominated assets (liabilities) highly effectively hedged, other foreign currency-denominated assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
158919,c-ross,LiquidityRiskNegotiatedDepositsAvailableForEarlyWithdrawalAmountAfterConversion,流动性风险，可提前支取的协议存款，折算后金额,"Liquidity risk, negotiated deposits available for early withdrawal, amount after conversion",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
158927,c-ross,ExchangeRateRiskOfProjectsForeignCurrencyDenominatedAssetsLiabilitiesEffectivelyHedgedDetailsLineItems,汇率风险所涉项目明细表，有效套保外汇资产（负债） [line items],"Exchange rate risk of projects, foreign currency-denominated assets (liabilities) effectively hedged, details [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
158945,c-ross,InterestRateRiskAssetSecuritizationProductsSpecialAssetManagementPlansOfSecuritiesCompanyHeldByLookThroughMethodLineNumberAxis,利率风险，资产证券化产品，穿透法还原后持有的证券公司专项管理计划，行次 [axis],"Interest rate risk, asset securitization products, special asset management plans of securities company held by look through method, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
158952,c-ross,InterestRateRiskAssetSecuritizationProductsAbstract,MR04-利率风险，资产证券化产品 [abstract],"MR04-Interest rate risk, asset securitization products [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
158953,c-ross,CounterpartyDefaultRiskPolicyLoansLineItems,交易对手违约风险，保单质押贷款 [line items],"Counterparty default risk, policy loans [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
158964,c-ross,CounterpartyDefaultRiskInwardReinsuranceAssetsRangeOfAccountAge,交易对手违约风险，分入业务再保险资产，账龄所属范围,"Counterparty default risk, inward reinsurance assets, range of account age",标准标签,sti:agingOfInwardsReinsuranceAssetsItemType,xbrli:item,,instant,FALSE,TRUE
158971,c-ross,LiquidityRiskProjectOnCashFlowsCashFlowsFromOperatingActivities,流动性风险，现金流预测，经营活动现金流入,"Liquidity risk, project on cash flows, cash flows from operating activities",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
158980,c-ross,AccountingMethodOfInvestmentPropertyMember,投资性房地产核算方法 [member],Accounting method of investment property [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
158989,c-ross,OtherDepositTakingInstitutionsTermDepositsAndNegotiatedDepositsMember,其他存款机构，定期存款、协议存款 [member],"Other deposit-taking institutions, term deposits and negotiated deposits [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
158996,c-ross,LiquidityRiskBookValueOfInsuranceAssetManagementProducts,流动性风险，保险资产管理产品账面价值,"Liquidity risk, book value of insurance asset management products",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
158998,c-ross,LiquidityRiskBookValueOfSeparateAccountAssets,流动性风险，独立账户资产账面价值,"Liquidity risk, book value of separate account assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159006,c-ross,EquityPriceRiskFixedIncomeAssetManagementProductsCannotBeLookedThroughAbstract,MR16-权益价格风险，无法穿透的资产管理产品，固定收益类 [abstract],"MR16-Equity price risk, fixed-income asset management products cannot be looked through [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159009,c-ross,IntegratedCurrentRatioForPropertyAndCasualtyInsuranceCompaniesAndReinsuranceCompaniesCashFlowsOfAssetsAndLiabilitiesTable,综合流动比率表（财产保险公司和再保险公司），资产和负债的现金流 [table],"Integrated current ratio (for property and casualty insurance companies and reinsurance companies), cash flows of assets and liabilities [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
159010,c-ross,AdjustmentsOfCoreTierOneCapitalAdmittedValueOfCashValueGuarantee,对核心一级资本调整，现金价值保证的认可价值,"Adjustments of core tier one capital, admitted value of cash value guarantee",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159026,c-ross,NonLifeInsuranceBusinessMarineAndHullCargoAndSpecialRiskInsuranceMember,非寿险业务，船货特险 [member],"Non-life insurance business, marine and hull, cargo and special risk insurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159029,c-ross,MinimumCapitalForCreditRisk,信用风险最低资本,Minimum capital for credit risk,标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159030,c-ross,PriceRiskOfOverseasEquityInvestmentAssetsDevelopedMarketsHeldByCompanyDirectlyDetailsAbstract,MR26-境外权益类资产价格风险所涉资产明细表，公司直接持有的发达市场 [abstract],"MR26-Price risk of overseas equity investment assets, developed markets held by company directly, details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159042,c-ross,EquityPriceRiskHeldByLookThroughMethodPreferredSharesIssuedByNonListedPublicInsuranceCompanyWithSolvencyAdequacyRatiosAtAllTiersNotEntirelyMeetingRegulatoryRequirementsWithTermsOnObligatoryConversionToCommonStockAbstract,MR21-权益价格风险，穿透法还原后持有的，非上市公众公司中各级偿付能力充足率未全部达到监管要求的保险公司发行的，带有强制转换为普通股条款的优先股 [abstract],"MR21-Equity price risk, held by look through method, preferred shares issued by non-listed public insurance company with solvency adequacy ratios at all tiers not entirely meeting regulatory requirements, with terms on obligatory conversion to common stock [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159051,c-ross,TypeOfCashFlowMember,现金流类型 [member],Type of cash flow [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159057,c-ross,EquityPriceRiskConvertibleBondBaseRiskFactor,权益价格风险，可转债，基础因子,"Equity price risk, convertible bond, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
159067,c-ross,EquityPriceRiskPreferredSharesLineItems,权益价格风险，优先股 [line items],"Equity price risk, preferred shares [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159068,c-ross,CashOnHandUnderSolvencyIIMember,偿二代下库存现金 [member],Cash on hand under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159072,c-ross,HeldByLookThroughMethodMember,穿透法还原后持有 [member],Held by look through method [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159081,c-ross,InterestRateRiskAssetSecuritizationProductsProductCode,利率风险，资产证券化产品，产品代码,"Interest rate risk, asset securitization products, product code",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
159082,c-ross,NonLifeInsuranceBusinessShortTermLifeInsuranceMember,非寿险业务，短寿险 [member],"Non-life insurance business, short-term life insurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159086,c-ross,MajorInvestmentActivitiesDuringReportingPeriodExplanatory,报告期内重大投资行为 [text block],Major investment activities during reporting period [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
159091,c-ross,OtherDomesticCommercialBankAndOverseasBankWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsStructuredDepositsWithGuaranteedPrincipalsByBanksInCaseOfEarlyWithdrawalMember,各级资本充足率全部达到监管要求的其他境内商业银行和境外银行，提前支取时银行保证本金的结构性存款 [member],"Other domestic commercial bank and overseas bank with capital adequacy ratios at all tiers entirely meeting regulatory requirements, structured deposits with guaranteed principals by banks in case of early withdrawal [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159099,c-ross,DividendsReceivableUnderSolvencyIIMember,偿二代下应收股利 [member],Dividends receivable under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159101,c-ross,InterestRateRiskOfNonLifeInsuranceBusinessOfReinsuranceCompanyMinimumCapital,再保险公司非寿险业务利率风险，最低资本,"Interest rate risk of non-life insurance business of reinsurance company, minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159108,c-ross,CounterpartyDefaultRiskInwardReinsuranceAssetsOutwardReinsurerName,交易对手违约风险，分入业务再保险资产，分出人名称,"Counterparty default risk, inward reinsurance assets, outward reinsurer name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
159110,c-ross,CounterpartyDefaultRiskOutwardReinsuranceAssetsInwardReinsurerName,交易对手违约风险，分出业务再保险资产，再保分入人名称,"Counterparty default risk, outward reinsurance assets, inward reinsurer name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
159114,c-ross,EquityPriceRiskTypesOfSecuritiesInvestmentFundAxis,权益价格风险，证券投资基金类型 [axis],"Equity price risk, types of securities investment fund [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159116,c-ross,AdjustmentsOfCoreTierOneCapitalOtherItemsForAdjustmentAsSpecifiedByCirc,对核心一级资本调整，保监会规定的其他调整项目,"Adjustments of core tier one capital, other items for adjustment as specified by CIRC",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159119,c-ross,OtherReceivablesAndPrepaymentsOthersMember,其他应收及预付款项，其他 [member],"Other receivables and prepayments, others [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159123,c-ross,SolvencyReportComprehensiveRateOfInvestmentReturn,偿付能力报告，综合投资收益率,"Solvency report, comprehensive rate of investment return",标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
159125,c-ross,AccountingPoliciesAndAccountingEstimatesAdoptedInMeasurementOfAvailableCapitalAbstract,实际资本评估的会计政策和会计估计 [abstract],Accounting policies and accounting estimates adopted in measurement of available capital [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159130,c-ross,TypesOfAssetSecuritizationProductsMember,资产证券化产品类型 [member],Types of asset securitization products [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159152,c-ross,CounterpartyDefaultRiskInfrastructureEquityInvestmentPlansWithGuaranteeClausesAbstract,CR11-交易对手违约风险，带有保证条款的基础设施股权投资计划 [abstract],"CR11-Counterparty default risk, infrastructure equity investment plans with guarantee clauses [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159163,c-ross,CounterpartyDefaultRiskPremiumReceivableAdmittedValue,交易对手违约风险，应收保费，认可价值,"Counterparty default risk, premium receivable, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159178,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessMinimumCapitalForCatastropheRiskOfAgricultureInsuranceOfProportionalReinsuranceBusiness,非寿险业务保险风险，比例再保险业务，农业险巨灾风险最低资本,"Insurance risk of non-life insurance business, minimum capital for catastrophe risk of agriculture insurance of proportional reinsurance business",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159184,c-ross,SubordinatedConvertibleBonds,可转换次级债,Subordinated convertible bonds,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159188,c-ross,EquityPriceRiskEquityTrustPlansRiskExposure,权益价格风险，权益类信托计划，风险暴露,"Equity price risk, equity trust plans, risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159190,c-ross,OtherSupplementaryTierTwoCapital,其他附属二级资本,Other supplementary tier two capital,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159197,c-ross,EquityPriceRiskHybridAssetManagementProductsCannotBeLookedThroughAbstract,MR16-权益价格风险，无法穿透的资产管理产品，混合类 [abstract],"MR16-Equity price risk, hybrid asset management products cannot be looked through [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159200,c-ross,CounterpartyDefaultRiskPremiumReceivableMinimumCapital,交易对手违约风险，应收保费，最低资本,"Counterparty default risk, premium receivable, minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159208,c-ross,SolvencyReportCombinedLossRatio,偿付能力报告，综合赔付率,"Solvency report, combined loss ratio",标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
159209,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesUnhedgedOrIneffectivelyHedgedForeignCurrencyDenominatedLiquidityManagementInstruments,汇率风险，未套保及套保无效的外汇资产（负债），外币流动性管理工具,"Exchange rate risk, foreign currency-denominated assets (liabilities) unhedged or ineffectively hedged, foreign currency-denominated liquidity management instruments",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159212,c-ross,LiquidityRiskBookValueOfLiabilities,流动性风险，负债账面价值,"Liquidity risk, book value of liabilities",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159213,c-ross,LiquidityRiskProjectOnCashFlowsCashPaymentOfBenefits,流动性风险，现金流预测，支付保险合同赔付款项的现金,"Liquidity risk, project on cash flows, cash payment of benefits",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159232,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesHighlyEffectivelyHedgedMinimumCapitalOfHedgingPortfolio,汇率风险，有效套保外汇资产（负债），套保组合的最低资本,"Exchange rate risk, foreign currency-denominated assets (liabilities) highly effectively hedged, minimum capital of hedging portfolio",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159235,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesUnqualifiedHedgingDetailsAbstract,MR07-利率风险，利率类金融衍生品，国债期货（不符合条件套保），明细 [abstract],"MR07-Interest rate risk, interest rate derivatives, government bond futures (unqualified hedging), details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159236,c-ross,TypeOfCompany,公司类型,Type of company,标准标签,sti:typeOfCompanyItemType,xbrli:item,,duration,FALSE,TRUE
159238,c-ross,AvailableCapitalUnderSolvencyII,偿二代下实际资本,Available capital under Solvency II,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159247,c-ross,SpreadRiskOfAssetsPolicyFinancialBondsDetailsLineNumberAxis,利差风险所涉资产明细表，政策性金融债，行次 [axis],"Spread risk of assets, policy financial bonds, details, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159253,c-ross,LiquidityRiskProjectOnCashInflowsFromFinancingActivitiesInNextQuarter,流动性风险，未来一个季度内的筹资活动现金流入预测,"Liquidity risk, project on cash inflows from financing activities in next quarter",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159268,c-ross,CounterpartyDefaultRiskTrustPlansUnderlyingAssetsCode,交易对手违约风险，信托计划，基础资产代码,"Counterparty default risk, trust plans, underlying assets code",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
159270,c-ross,CounterpartyDefaultRiskForwardForeignExchangeContractsAndInterestRateSwapsForPurposeOfHedgingTable,交易对手违约风险，套期保值外汇远期和利率互换 [table],"Counterparty default risk, forward foreign exchange contracts and interest rate swaps for purpose of hedging [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
159272,c-ross,SupplementaryTierTwoCapitalInstrumentLineNumberAxis,附属二级资本工具，行次 [axis],"Supplementary tier two capital instrument, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159276,c-ross,AgricultureInsuranceAndMajorIllnessInsuranceForUrbanAndRuralResidentsUnderCooperationWithGovernmentsAtDifferentLevelsWhichAreEntitledToGovernmentalPremiumSubsidiesNineMonthsToTwelveMonthsIncludingTwelveMonthsMember,农业保险、与各级政府合作的城乡居民大病保险等享受各级政府保费补贴的业务，9个月至12个月（含12个月） [member],"Agriculture insurance, and major illness insurance for urban and rural residents under cooperation with governments at different levels which are entitled to governmental premium subsidies, nine months to twelve months (including twelve months) [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159280,c-ross,LiquidityRiskBookValueOfDerivativeFinancialInstruments,流动性风险，衍生金融工具账面价值,"Liquidity risk, book value of derivative financial instruments",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159282,c-ross,CoreSolvencySurplusQuarterlyBriefing,核心偿付能力溢额，季度快报,"Core solvency surplus, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159283,c-ross,EquityPriceRiskSecuritiesInvestmentFundHeldByCompanyDirectlyHierarchicalStockFundPreferredAbstract,MR12-权益价格风险，公司直接持有的证券投资基金，分级股票基金，优先级 [abstract],"MR12-Equity price risk, securities investment fund held by company directly, hierarchical stock fund, preferred [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159299,c-ross,CounterpartyDefaultRiskTrustPlansThatCannotBeLookedThroughLineNumberAxis,交易对手违约风险，无法穿透的信托计划，行次 [axis],"Counterparty default risk, trust plans that cannot be looked through, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159300,c-ross,CounterpartyDefaultRiskFinancialBondsAbstract,CR04-交易对手违约风险，金融债 [abstract],"CR04-Counterparty default risk, financial bonds [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159303,c-ross,CounterpartyDefaultRiskTrustPlansThatCanBeLookedThroughDetailsLineItems,交易对手违约风险，可穿透信托计划明细数据 [line items],"Counterparty default risk, trust plans that can be looked through, details [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159307,c-ross,SpreadRiskOfAssetsOtherFixedIncomeProductsDetailsAbstract,CR01-利差风险所涉资产明细表，其他固定收益类产品 [abstract],"CR01-Spread risk of assets, other fixed income products, details [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
159317,c-ross,NonLifeInsuranceBusinessLiabilityInsuranceMember,非寿险业务，责任险 [member],"Non-life insurance business, liability insurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159319,c-ross,CounterpartyThreeMember,交易对手三 [member],Counterparty three [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159328,c-ross,LiquidityRiskProjectOnCashFlowsCashFlowsFromInForceBusinessOnReportingDateBenefitPayments,流动性风险，现金流预测，报告日有效业务现金流，赔付支出,"Liquidity risk, project on cash flows, cash flows from in-force business on reporting date, benefit payments",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159329,c-ross,BenefitsPayableUnderSolvencyII,偿二代下应付赔付款,Benefits payable under Solvency II,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159331,c-ross,CounterpartyDefaultRiskWealthManagementProductsOfCommercialBankBaseRiskFactor,交易对手违约风险，商业银行理财产品，基础因子,"Counterparty default risk, wealth management products of commercial bank, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
159332,c-ross,InterestRateRiskTypesOfInsuranceAccountAxis,利率风险，保险账户类别 [axis],"Interest rate risk, types of insurance account [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159339,c-ross,MinimumCapitalForInsuranceRiskOfNonLifeInsuranceBusinessQuarterlyBriefing,非寿险业务保险风险最低资本，季度快报,"Minimum capital for insurance risk of non-life insurance business, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159342,c-ross,SpreadRiskSecurityCode,利差风险，证券代码,"Spread risk, security code",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
159344,c-ross,TradingCashFlowsMember,交易类现金流 [member],Trading cash flows [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159345,c-ross,MinimumCapitalForInsuranceRiskOfLifeInsuranceBusinessQuarterlyBriefing,寿险业务保险风险最低资本，季度快报,"Minimum capital for insurance risk of life insurance business, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159346,c-ross,OverseasFixedIncomeInvestmentAssetsTypesOfMarketAxis,境外固定收益类资产，市场类型 [axis],"Overseas fixed-income investment assets, types of market [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159348,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesUnhedgedOrIneffectivelyHedgedTypesOfCurrenciesAxis,汇率风险，未套保及套保无效的外汇资产（负债），货币种类 [axis],"Exchange rate risk, foreign currency-denominated assets (liabilities) unhedged or ineffectively hedged, types of currencies [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
159349,c-ross,CapitalInstrumentIssuedAmount,资本工具发行金额,"Capital instrument, issued amount",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
159352,c-ross,CounterpartyDefaultRiskTrustPlansThatCanBeLookedThroughDetailsTable,交易对手违约风险，可穿透信托计划明细数据 [table],"Counterparty default risk, trust plans that can be looked through, details [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
159367,c-ross,EquityPriceRiskConvertibleBondPurchaseCost,权益价格风险，可转债，购买成本,"Equity price risk, convertible bond, purchase cost",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159373,c-ross,DeductibleSupplementaryTierTwoCapitalThatExceedsLimitAmount,附属二级资本超限额应扣除的部分,Deductible supplementary tier two capital that exceeds limit amount,标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159378,c-ross,TypesOfCashAndLiquidityManagementInstrumentsMember,现金及流动性管理工具类别 [member],Types of cash and liquidity management instruments [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
159382,c-ross,LiquidityRiskBookValueOfEstimatedLiabilities,流动性风险，预计负债账面价值,"Liquidity risk, book value of estimated liabilities",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
159391,c-ross,EquityPriceRiskAssetManagementProductsPurchaseCost,权益价格风险，资产管理产品，购买成本,"Equity price risk, asset management products, purchase cost",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159393,c-ross,ExchangeRateRiskForeignExchangeForwardAssetsLiabilitiesIneffectivelyHedgedRiskFactorOne,汇率风险，无效套保外汇远期资产（负债），特征系数一,"Exchange rate risk, foreign exchange forward assets (liabilities) ineffectively hedged, risk factor one",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
159396,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesQualifiedHedgingModifiedDurationOfBonds,利率风险，利率类金融衍生品，国债期货（符合条件套保），债券的修正久期,"Interest rate risk, interest rate derivatives, government bond futures (qualified hedging), modified duration of bonds",标准标签,xbrli:decimalItemType,xbrli:item,,instant,FALSE,TRUE
159397,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfLoans,流动性风险，贷款未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of loans",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
159406,c-ross,InterestRateRiskOtherFixedIncomeProductsTable,利率风险，其他固定收益类产品 [table],"Interest rate risk, other fixed-income products [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
159410,c-ross,CounterpartyDefaultRiskEnterpriseBondsCorporateBondsLineItems,交易对手违约风险，企业债、公司债 [line items],"Counterparty default risk, enterprise bonds, corporate bonds [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
